player,salary,season_end,season_start,team,team_name
Fred Hoiberg,1600000,2005,2004,MIN,Minnesota Timberwolves
Ndudi Ebi,901440,2005,2004,MIN,Minnesota Timberwolves
Anthony Carter,807546,2005,2004,MIN,Minnesota Timberwolves
Mark Madsen,745046,2005,2004,MIN,Minnesota Timberwolves
Eddie Griffin,695046,2005,2004,MIN,Minnesota Timberwolves
Dikembe Mutombo,14989285,2005,2004,NJN,Brooklyn Nets
Jason Kidd,14796000,2005,2004,NJN,Brooklyn Nets
Vince Carter,12584688,2005,2004,NJN,Brooklyn Nets
Richard Jefferson,2266794,2005,2004,NJN,Brooklyn Nets
Jason Collins,1887864,2005,2004,NJN,Brooklyn Nets
Ron Mercer,1600000,2005,2004,NJN,Brooklyn Nets
Zoran Planinic,1053720,2005,2004,NJN,Brooklyn Nets
Travis Best,1000000,2005,2004,NJN,Brooklyn Nets
Nenad Krstic,939480,2005,2004,NJN,Brooklyn Nets
Jacque Vaughn,932546,2005,2004,NJN,Brooklyn Nets
Brian Scalabrine,900000,2005,2004,NJN,Brooklyn Nets
Rodney Buford,745046,2005,2004,NJN,Brooklyn Nets
Jabari Smith,720046,2005,2004,NJN,Brooklyn Nets
Kaniel Dickens,483938,2005,2004,NJN,Brooklyn Nets
Awvee Storey,84573,2005,2004,NJN,Brooklyn Nets
Baron Davis,12330000,2005,2004,NOH,New Orleans Pelicans
Jamal Mashburn,9300000,2005,2004,NOH,New Orleans Pelicans
Jamaal Magloire,8533333,2005,2004,NOH,New Orleans Pelicans
P.J. Brown,8000000,2005,2004,NOH,New Orleans Pelicans
David Wesley,4455000,2005,2004,NOH,New Orleans Pelicans
George Lynch,3000000,2005,2004,NOH,New Orleans Pelicans
Rodney Rogers,2700000,2005,2004,NOH,New Orleans Pelicans
Chris Andersen,1600000,2005,2004,NOH,New Orleans Pelicans
David West,1247160,2005,2004,NOH,New Orleans Pelicans
J.R. Smith,1206600,2005,2004,NOH,New Orleans Pelicans
Dan Dickau,893400,2005,2004,NOH,New Orleans Pelicans
Lee Nailon,745046,2005,2004,NOH,New Orleans Pelicans
Junior Harrington,695046,2005,2004,NOH,New Orleans Pelicans
Alex Garcia,620046,2005,2004,NOH,New Orleans Pelicans
Lonny Baxter,542475,2005,2004,NOH,New Orleans Pelicans
Matt Freije,352388,2005,2004,NOH,New Orleans Pelicans
Corsley Edwards,319498,2005,2004,NOH,New Orleans Pelicans
Tim Pickett,32890,2005,2004,NOH,New Orleans Pelicans
Allan Houston,17531250,2005,2004,NYK,New York Knicks
Anfernee Hardaway,14625000,2005,2004,NYK,New York Knicks
Stephon Marbury,14625000,2005,2004,NYK,New York Knicks
Tim Thomas,12900000,2005,2004,NYK,New York Knicks
Shandon Anderson,7300000,2005,2004,NYK,New York Knicks
Jerome Williams,6187500,2005,2004,NYK,New York Knicks
Kurt Thomas,5884500,2005,2004,NYK,New York Knicks
Jamal Crawford,5760000,2005,2004,NYK,New York Knicks
Nazr Mohammed,5250000,2005,2004,NYK,New York Knicks
Moochie Norris,3850000,2005,2004,NYK,New York Knicks
Vin Baker,3500000,2005,2004,NYK,New York Knicks
Mike Sweetney,1978920,2005,2004,NYK,New York Knicks
John Amaechi,1200000,2005,2004,NYK,New York Knicks
Bruno Sundov,870046,2005,2004,NYK,New York Knicks
Jamison Brewer,720046,2005,2004,NYK,New York Knicks
Trevor Ariza,385277,2005,2004,NYK,New York Knicks
Ray Allen,14625000,2005,2004,OKC,Oklahoma City Thunder
Rashard Lewis,7792208,2005,2004,OKC,Oklahoma City Thunder
Vitaly Potapenko,6191250,2005,2004,OKC,Oklahoma City Thunder
Danny Fortson,5818136,2005,2004,OKC,Oklahoma City Thunder
Jerome James,5455200,2005,2004,OKC,Oklahoma City Thunder
Vladimir Radmanovic,2300984,2005,2004,OKC,Oklahoma City Thunder
Antonio Daniels,2200000,2005,2004,OKC,Oklahoma City Thunder
Nick Collison,1969680,2005,2004,OKC,Oklahoma City Thunder
Robert Swift,1641360,2005,2004,OKC,Oklahoma City Thunder
Ibo Kutluay,1600000,2005,2004,OKC,Oklahoma City Thunder
Luke Ridnour,1531200,2005,2004,OKC,Oklahoma City Thunder
Reggie Evans,880000,2005,2004,OKC,Oklahoma City Thunder
Mateen Cleaves,735960,2005,2004,OKC,Oklahoma City Thunder
Ronald Murray,695046,2005,2004,OKC,Oklahoma City Thunder
Damien Wilkins,385277,2005,2004,OKC,Oklahoma City Thunder
Grant Hill,14487000,2005,2004,ORL,Orlando Magic
Steve Francis,12330000,2005,2004,ORL,Orlando Magic
Kelvin Cato,7992000,2005,2004,ORL,Orlando Magic
Cuttino Mobley,5884500,2005,2004,ORL,Orlando Magic
Hedo Turkoglu,4903000,2005,2004,ORL,Orlando Magic
Tony Battie,4800000,2005,2004,ORL,Orlando Magic
Dwight Howard,4179720,2005,2004,ORL,Orlando Magic
Pat Garrity,2937500,2005,2004,ORL,Orlando Magic
Andrew DeClercq,2500000,2005,2004,ORL,Orlando Magic
DeShawn Stevenson,2500000,2005,2004,ORL,Orlando Magic
Jameer Nelson,1106160,2005,2004,ORL,Orlando Magic
Stacey Augmon,1100000,2005,2004,ORL,Orlando Magic
Michael Bradley,720046,2005,2004,ORL,Orlando Magic
Brandon Hunter,620046,2005,2004,ORL,Orlando Magic
Mario Kasun,385277,2005,2004,ORL,Orlando Magic
Allen Iverson,14625000,2005,2004,PHI,Philadelphia 76ers
Glenn Robinson,12071250,2005,2004,PHI,Philadelphia 76ers
Kenny Thomas,6000000,2005,2004,PHI,Philadelphia 76ers
Todd MacCulloch,5899400,2005,2004,PHI,Philadelphia 76ers
Aaron McKie,5500000,2005,2004,PHI,Philadelphia 76ers
Corliss Williamson,5500000,2005,2004,PHI,Philadelphia 76ers
Brian Skinner,4500000,2005,2004,PHI,Philadelphia 76ers
Marc Jackson,4225000,2005,2004,PHI,Philadelphia 76ers
Kevin Ollie,2704350,2005,2004,PHI,Philadelphia 76ers
Kedrick Brown,2332388,2005,2004,PHI,Philadelphia 76ers
Andre Iguodala,1914480,2005,2004,PHI,Philadelphia 76ers
Greg Buckner,1777778,2005,2004,PHI,Philadelphia 76ers
Samuel Dalembert,1599549,2005,2004,PHI,Philadelphia 76ers
John Salmons,925680,2005,2004,PHI,Philadelphia 76ers
Josh Davis,620046,2005,2004,PHI,Philadelphia 76ers
Willie Green,620046,2005,2004,PHI,Philadelphia 76ers
Kyle Korver,620046,2005,2004,PHI,Philadelphia 76ers
Efthimi Rentzias,516865,2005,2004,PHI,Philadelphia 76ers
Shawn Marion,12330000,2005,2004,PHO,Phoenix Suns
Steve Nash,8750000,2005,2004,PHO,Phoenix Suns
Quentin Richardson,5800000,2005,2004,PHO,Phoenix Suns
Howard Eisley,5201923,2005,2004,PHO,Phoenix Suns
Joe Johnson,2358954,2005,2004,PHO,Phoenix Suns
Amar\'e Stoudemire,2032200,2005,2004,PHO,Phoenix Suns
Jake Voskuhl,1687500,2005,2004,PHO,Phoenix Suns
Zarko Cabarkapa,1312800,2005,2004,PHO,Phoenix Suns
Casey Jacobsen,1082160,2005,2004,PHO,Phoenix Suns
Bo Outlaw,1059756,2005,2004,PHO,Phoenix Suns
Maciej Lampe,900000,2005,2004,PHO,Phoenix Suns
Leandro Barbosa,870000,2005,2004,PHO,Phoenix Suns
Steven Hunter,720046,2005,2004,PHO,Phoenix Suns
Jackson Vroman,385277,2005,2004,PHO,Phoenix Suns
Yuta Tabuse,108066,2005,2004,PHO,Phoenix Suns
Shareef Abdur-Rahim,14625000,2005,2004,POR,Portland Trail Blazers
Damon Stoudamire,12500000,2005,2004,POR,Portland Trail Blazers
Nick Van Exel,11933252,2005,2004,POR,Portland Trail Blazers
Theo Ratliff,10937500,2005,2004,POR,Portland Trail Blazers
Derek Anderson,8443500,2005,2004,POR,Portland Trail Blazers
Darius Miles,6750000,2005,2004,POR,Portland Trail Blazers
Ruben Patterson,5899400,2005,2004,POR,Portland Trail Blazers
Arvydas Sabonis,3000000,2005,2004,POR,Portland Trail Blazers
Sebastian Telfair,1559280,2005,2004,POR,Portland Trail Blazers
Zach Randolph,1504272,2005,2004,POR,Portland Trail Blazers
Joel Przybilla,1500000,2005,2004,POR,Portland Trail Blazers
Qyntel Woods,1127280,2005,2004,POR,Portland Trail Blazers
Vladimir Stepania,1100000,2005,2004,POR,Portland Trail Blazers
Viktor Khryapa,1019400,2005,2004,POR,Portland Trail Blazers
Travis Outlaw,1011600,2005,2004,POR,Portland Trail Blazers
Richie Frahm,695046,2005,2004,POR,Portland Trail Blazers
Geno Carlisle,65779,2005,2004,POR,Portland Trail Blazers
Chris Webber,17531250,2005,2004,SAC,Sacramento Kings
Mike Bibby,10500000,2005,2004,SAC,Sacramento Kings
Brad Miller,7875000,2005,2004,SAC,Sacramento Kings
Doug Christie,7550000,2005,2004,SAC,Sacramento Kings
Peja Stojakovic,6875000,2005,2004,SAC,Sacramento Kings
Greg Ostertag,4000000,2005,2004,SAC,Sacramento Kings
Bobby Jackson,3150000,2005,2004,SAC,Sacramento Kings
Darius Songaila,1600000,2005,2004,SAC,Sacramento Kings
Kevin Martin,872040,2005,2004,SAC,Sacramento Kings
Matt Barnes,695046,2005,2004,SAC,Sacramento Kings
Maurice Evans,695046,2005,2004,SAC,Sacramento Kings
Erik Daniels,385277,2005,2004,SAC,Sacramento Kings
Courtney Alexander,79029,2005,2004,SAC,Sacramento Kings
Jalen Rose,14487000,2005,2004,TOR,Toronto Raptors 
Alvin Williams,5850000,2005,2004,TOR,Toronto Raptors 
Alonzo Mourning,5408700,2005,2004,TOR,Toronto Raptors 
Donyell Marshall,5023850,2005,2004,TOR,Toronto Raptors 
Lamond Murray,4875000,2005,2004,TOR,Toronto Raptors 
Morris Peterson,4400000,2005,2004,TOR,Toronto Raptors 
Aaron Williams,3790257,2005,2004,TOR,Toronto Raptors 
Eric Williams,3580000,2005,2004,TOR,Toronto Raptors 
Rafer Alston,3500000,2005,2004,TOR,Toronto Raptors 
Chris Bosh,3129720,2005,2004,TOR,Toronto Raptors 
Rafael Araujo,2082720,2005,2004,TOR,Toronto Raptors 
Jerome Moiso,1760000,2005,2004,TOR,Toronto Raptors 
Nate Huffman,1280000,2005,2004,TOR,Toronto Raptors 
Milt Palacio,807546,2005,2004,TOR,Toronto Raptors 
Loren Woods,755000,2005,2004,TOR,Toronto Raptors 
Matt Bonner,385277,2005,2004,TOR,Toronto Raptors 
Pape Sow,385277,2005,2004,TOR,Toronto Raptors 
Roger Mason,203428,2005,2004,TOR,Toronto Raptors 
Carlos Boozer,10967500,2005,2004,UTA,Utah Jazz
Mehmet Okur,7500000,2005,2004,UTA,Utah Jazz
Matt Harpring,4690000,2005,2004,UTA,Utah Jazz
Carlos Arroyo,4000000,2005,2004,UTA,Utah Jazz
Gordan Giricek,4000000,2005,2004,UTA,Utah Jazz
Jarron Collins,1700000,2005,2004,UTA,Utah Jazz
Andrei Kirilenko,1671694,2005,2004,UTA,Utah Jazz
Kris Humphries,1481400,2005,2004,UTA,Utah Jazz
Kirk Snyder,1336920,2005,2004,UTA,Utah Jazz
Raja Bell,1320000,2005,2004,UTA,Utah Jazz
Curtis Borchardt,1280880,2005,2004,UTA,Utah Jazz
Howard Eisley,1100000,2005,2004,UTA,Utah Jazz
Raul Lopez,997320,2005,2004,UTA,Utah Jazz
Keith McLeod,750000,2005,2004,UTA,Utah Jazz
Aleksandar Radojevic,720046,2005,2004,UTA,Utah Jazz
Antawn Jamison,12584688,2005,2004,WAS,Washington Wizards
Gilbert Arenas,9389600,2005,2004,WAS,Washington Wizards
Larry Hughes,5455200,2005,2004,WAS,Washington Wizards
Kwame Brown,5361873,2005,2004,WAS,Washington Wizards
Etan Thomas,4903000,2005,2004,WAS,Washington Wizards
Jarvis Hayes,1879920,2005,2004,WAS,Washington Wizards
Jared Jeffries,1834080,2005,2004,WAS,Washington Wizards
Brendan Haywood,1735305,2005,2004,WAS,Washington Wizards
Anthony Peeler,1600000,2005,2004,WAS,Washington Wizards
Juan Dixon,1348200,2005,2004,WAS,Washington Wizards
Samaki Walker,995046,2005,2004,WAS,Washington Wizards
Laron Profit,745046,2005,2004,WAS,Washington Wizards
Michael Ruffin,745046,2005,2004,WAS,Washington Wizards
Steve Blake,620046,2005,2004,WAS,Washington Wizards
Peter John Ramos,600000,2005,2004,WAS,Washington Wizards
Shareef Abdur-Rahim,13500000,2004,2003,ATL,Atlanta Hawks
Terrell Brandon,11100000,2004,2003,ATL,Atlanta Hawks
Theo Ratliff,10156250,2004,2003,ATL,Atlanta Hawks
Jason Terry,8333333,2004,2003,ATL,Atlanta Hawks
Alan Henderson,7682188,2004,2003,ATL,Atlanta Hawks
Nazr Mohammed,5000000,2004,2003,ATL,Atlanta Hawks
Chris Crawford,3000000,2004,2003,ATL,Atlanta Hawks
Boris Diaw,1021080,2004,2003,ATL,Atlanta Hawks
Dion Glover,1000000,2004,2003,ATL,Atlanta Hawks
Stephen Jackson,1000000,2004,2003,ATL,Atlanta Hawks
Dan Dickau,835200,2004,2003,ATL,Atlanta Hawks
Jacque Vaughn,813679,2004,2003,ATL,Atlanta Hawks
Obinna Ekezie,688679,2004,2003,ATL,Atlanta Hawks
Travis Hansen,366931,2004,2003,ATL,Atlanta Hawks
Vin Baker,13500000,2004,2003,BOS,Boston Celtic
Paul Pierce,11326219,2004,2003,BOS,Boston Celtic
Raef LaFrentz,8178750,2004,2003,BOS,Boston Celtic
Chris Mills,6600000,2004,2003,BOS,Boston Celtic
Ricky Davis,5000600,2004,2003,BOS,Boston Celtic
Michael Stewart,4480000,2004,2003,BOS,Boston Celtic
Chris Mihm,2809494,2004,2003,BOS,Boston Celtic
Jumaine Jones,1500000,2004,2003,BOS,Boston Celtic
Marcus Banks,1499400,2004,2003,BOS,Boston Celtic
Jiri Welsch,1326600,2004,2003,BOS,Boston Celtic
Walter McCarty,1200000,2004,2003,BOS,Boston Celtic
Mark Blount,944922,2004,2003,BOS,Boston Celtic
Kendrick Perkins,814320,2004,2003,BOS,Boston Celtic
Mike James,638679,2004,2003,BOS,Boston Celtic
Brandon Hunter,366931,2004,2003,BOS,Boston Celtic
Antonio Davis,12925000,2004,2003,CHI,Chicago Bulls
Eddie Robinson,6204000,2004,2003,CHI,Chicago Bulls
Jerome Williams,5987500,2004,2003,CHI,Chicago Bulls
Scottie Pippen,4917000,2004,2003,CHI,Chicago Bulls
Tyson Chandler,3804360,2004,2003,CHI,Chicago Bulls
Marcus Fizer,3726994,2004,2003,CHI,Chicago Bulls
Jay Williams,3710880,2004,2003,CHI,Chicago Bulls
Eddy Curry,3080160,2004,2003,CHI,Chicago Bulls
Jamal Crawford,2577937,2004,2003,CHI,Chicago Bulls
Kirk Hinrich,2185920,2004,2003,CHI,Chicago Bulls
Corie Blount,1680000,2004,2003,CHI,Chicago Bulls
Dalibor Bagaric,1599076,2004,2003,CHI,Chicago Bulls
Kendall Gill,1070000,2004,2003,CHI,Chicago Bulls
Chris Jefferies,840360,2004,2003,CHI,Chicago Bulls
Rick Brunson,813679,2004,2003,CHI,Chicago Bulls
Linton Johnson,366931,2004,2003,CHI,Chicago Bulls
Zydrunas Ilgauskas,13500000,2004,2003,CLE,Cleveland Caveliers
Eric Williams,5540000,2004,2003,CLE,Cleveland Caveliers
Tony Battie,4400000,2004,2003,CLE,Cleveland Caveliers
Darius Miles,4130701,2004,2003,CLE,Cleveland Caveliers
LeBron James,4018920,2004,2003,CLE,Cleveland Caveliers
Dajuan Wagner,2471280,2004,2003,CLE,Cleveland Caveliers
Ira Newble,2458500,2004,2003,CLE,Cleveland Caveliers
Kevin Ollie,2458500,2004,2003,CLE,Cleveland Caveliers
DeSagana Diop,2118840,2004,2003,CLE,Cleveland Caveliers
Kedrick Brown,1757640,2004,2003,CLE,Cleveland Caveliers
Bimbo Coles,1050000,2004,2003,CLE,Cleveland Caveliers
Bruno Sundov,751159,2004,2003,CLE,Cleveland Caveliers
Carlos Boozer,563679,2004,2003,CLE,Cleveland Caveliers
J.R. Bremer,563679,2004,2003,CLE,Cleveland Caveliers
Jason Kapono,366931,2004,2003,CLE,Cleveland Caveliers
Jelani McCoy,36643,2004,2003,CLE,Cleveland Caveliers
Andre Miller,8000000,2004,2003,DEN,Denver Nuggets
Marcus Camby,7250000,2004,2003,DEN,Denver Nuggets
Carmelo Anthony,3229200,2004,2003,DEN,Denver Nuggets
Jon Barry,3000000,2004,2003,DEN,Denver Nuggets
Nikoloz Tskitishvili,2720760,2004,2003,DEN,Denver Nuggets
Earl Boykins,2500000,2004,2003,DEN,Denver Nuggets
Cory Alexander,2302778,2004,2003,DEN,Denver Nuggets
Nene,2102840,2004,2003,DEN,Denver Nuggets
Rodney White,1947600,2004,2003,DEN,Denver Nuggets
Mark Jackson,1500000,2004,2003,DEN,Denver Nuggets
Ryan Bowen,1250000,2004,2003,DEN,Denver Nuggets
Voshon Lenard,1200000,2004,2003,DEN,Denver Nuggets
Mark Pope,751179,2004,2003,DEN,Denver Nuggets
Chris Andersen,638679,2004,2003,DEN,Denver Nuggets
Jeff Trepagnier,638679,2004,2003,DEN,Denver Nuggets
Francisco Elson,366931,2004,2003,DEN,Denver Nuggets
Richard Hamilton,6500000,2004,2003,DET,Detroit Pistons
Bob Sura,6266666,2004,2003,DET,Detroit Pistons
Ben Wallace,5500000,2004,2003,DET,Detroit Pistons
Chauncey Billups,5000600,2004,2003,DET,Detroit Pistons
Corliss Williamson,5000000,2004,2003,DET,Detroit Pistons
Zeljko Rebraca,4200000,2004,2003,DET,Detroit Pistons
Elden Campbell,4000000,2004,2003,DET,Detroit Pistons
Chucky Atkins,3900000,2004,2003,DET,Detroit Pistons
Darko Milicic,3595800,2004,2003,DET,Detroit Pistons
Lindsey Hunter,3000000,2004,2003,DET,Detroit Pistons
Hubert Davis,2956250,2004,2003,DET,Detroit Pistons
Mehmet Okur,1100000,2004,2003,DET,Detroit Pistons
Tayshaun Prince,971160,2004,2003,DET,Detroit Pistons
Darvin Ham,813679,2004,2003,DET,Detroit Pistons
Tremaine Fowlkes,638679,2004,2003,DET,Detroit Pistons
Nick Van Exel,11956625,2004,2003,GSW,Golden State Warriors
Erick Dampier,7842000,2004,2003,GSW,Golden State Warriors
Avery Johnson,5445600,2004,2003,GSW,Golden State Warriors
Clifford Robinson,4700000,2004,2003,GSW,Golden State Warriors
Adonal Foyle,4400000,2004,2003,GSW,Golden State Warriors
Mike Dunleavy,3332520,2004,2003,GSW,Golden State Warriors
Evan Eschmeyer,3017266,2004,2003,GSW,Golden State Warriors
Speedy Claxton,3000000,2004,2003,GSW,Golden State Warriors
Jason Richardson,2789280,2004,2003,GSW,Golden State Warriors
Mickael Pietrus,1527946,2004,2003,GSW,Golden State Warriors
Troy Murphy,1506960,2004,2003,GSW,Golden State Warriors
Calbert Cheaney,1070000,2004,2003,GSW,Golden State Warriors
Popeye Jones,1070000,2004,2003,GSW,Golden State Warriors
Brian Cardinal,663679,2004,2003,GSW,Golden State Warriors
Pepe Sanchez,663679,2004,2003,GSW,Golden State Warriors
Cherokee Parks,228946,2004,2003,GSW,Golden State Warriors
Sean Lampley,89364,2004,2003,GSW,Golden State Warriors
Dan Langhi,72843,2004,2003,GSW,Golden State Warriors
Steve Francis,10960000,2004,2003,HOU,Houston Rockets
Maurice Taylor,7800000,2004,2003,HOU,Houston Rockets
Kelvin Cato,7344000,2004,2003,HOU,Houston Rockets
Clarence Weatherspoon,5445600,2004,2003,HOU,Houston Rockets
Cuttino Mobley,5394125,2004,2003,HOU,Houston Rockets
Yao Ming,4147560,2004,2003,HOU,Houston Rockets
Matt Maloney,3006260,2004,2003,HOU,Houston Rockets
Eric Piatkowski,2500000,2004,2003,HOU,Houston Rockets
Eddie Griffin,2312760,2004,2003,HOU,Houston Rockets
Jim Jackson,2200000,2004,2003,HOU,Houston Rockets
Bostjan Nachbar,1396440,2004,2003,HOU,Houston Rockets
Adrian Griffin,751179,2004,2003,HOU,Houston Rockets
Scott Padgett,688679,2004,2003,HOU,Houston Rockets
Mike Wilks,638679,2004,2003,HOU,Houston Rockets
Alton Ford,586082,2004,2003,HOU,Houston Rockets
Ben Davis,176369,2004,2003,HOU,Houston Rockets
Torraye Braggs,53697,2004,2003,HOU,Houston Rockets
Jermaine O\'Neal,13152000,2004,2003,IND,Indiana Pacers
Austin Croshere,7610000,2004,2003,IND,Indiana Pacers
Jonathan Bender,5800000,2004,2003,IND,Indiana Pacers
Al Harrington,5692500,2004,2003,IND,Indiana Pacers
Metta World Peace,5473684,2004,2003,IND,Indiana Pacers
Scot Pollard,5309563,2004,2003,IND,Indiana Pacers
Reggie Miller,5000000,2004,2003,IND,Indiana Pacers
Jeff Foster,4000000,2004,2003,IND,Indiana Pacers
Fred Jones,1506000,2004,2003,IND,Indiana Pacers
Kenny Anderson,1070000,2004,2003,IND,Indiana Pacers
Primoz Brezec,861600,2004,2003,IND,Indiana Pacers
Jamaal Tinsley,861600,2004,2003,IND,Indiana Pacers
Anthony Johnson,813679,2004,2003,IND,Indiana Pacers
Jamison Brewer,638679,2004,2003,IND,Indiana Pacers
James Jones,366931,2004,2003,IND,Indiana Pacers
Shaquille O\'Neal,24749999,2004,2003,LAL,Los Angeles Lakers
Kobe Bryant,13500000,2004,2003,LAL,Los Angeles Lakers
Gary Payton,4917000,2004,2003,LAL,Los Angeles Lakers
Rick Fox,4734797,2004,2003,LAL,Los Angeles Lakers
Devean George,4546000,2004,2003,LAL,Los Angeles Lakers
Derek Fisher,3000000,2004,2003,LAL,Los Angeles Lakers
Stanislav Medvedenko,1540000,2004,2003,LAL,Los Angeles Lakers
Karl Malone,1500000,2004,2003,LAL,Los Angeles Lakers
Kareem Rush,1097640,2004,2003,LAL,Los Angeles Lakers
Horace Grant,1070000,2004,2003,LAL,Los Angeles Lakers
Bryon Russell,1070000,2004,2003,LAL,Los Angeles Lakers
Brian Cook,903360,2004,2003,LAL,Los Angeles Lakers
Jannero Pargo,563679,2004,2003,LAL,Los Angeles Lakers
Jamal Sampson,563679,2004,2003,LAL,Los Angeles Lakers
Luke Walton,366931,2004,2003,LAL,Los Angeles Lakers
Bonzi Wells,7000000,2004,2003,MEM,Memphis Grizzlies
Lorenzen Wright,6600000,2004,2003,MEM,Memphis Grizzlies
Bo Outlaw,6585000,2004,2003,MEM,Memphis Grizzlies
Michael Dickerson,6187500,2004,2003,MEM,Memphis Grizzlies
Jason Williams,6187500,2004,2003,MEM,Memphis Grizzlies
James Posey,4917000,2004,2003,MEM,Memphis Grizzlies
Stromile Swift,4592418,2004,2003,MEM,Memphis Grizzlies
Pau Gasol,3417000,2004,2003,MEM,Memphis Grizzlies
Mike Miller,3380457,2004,2003,MEM,Memphis Grizzlies
Shane Battier,2533440,2004,2003,MEM,Memphis Grizzlies
Jake Tsakalidis,1580702,2004,2003,MEM,Memphis Grizzlies
Earl Watson,1336500,2004,2003,MEM,Memphis Grizzlies
Troy Bell,1285440,2004,2003,MEM,Memphis Grizzlies
Ryan Humphrey,1143360,2004,2003,MEM,Memphis Grizzlies
Dahntay Jones,1063680,2004,2003,MEM,Memphis Grizzlies
Theron Smith,366931,2004,2003,MEM,Memphis Grizzlies
Eddie Jones,12333750,2004,2003,MIA,Miami Heat
Brian Grant,12130648,2004,2003,MIA,Miami Heat
Lamar Odom,9963596,2004,2003,MIA,Miami Heat
Dwyane Wade,2636400,2004,2003,MIA,Miami Heat
Caron Butler,1804680,2004,2003,MIA,Miami Heat
Samaki Walker,1700000,2004,2003,MIA,Miami Heat
Malik Allen,1510000,2004,2003,MIA,Miami Heat
Bimbo Coles,1070000,2004,2003,MIA,Miami Heat
John Wallace,813679,2004,2003,MIA,Miami Heat
Rafer Alston,688679,2004,2003,MIA,Miami Heat
Loren Woods,638679,2004,2003,MIA,Miami Heat
Rasual Butler,563679,2004,2003,MIA,Miami Heat
Wang Zhizhi,530943,2004,2003,MIA,Miami Heat
Jerome Beasley,366931,2004,2003,MIA,Miami Heat
Udonis Haslem,366931,2004,2003,MIA,Miami Heat
Tyrone Hill,221829,2004,2003,MIA,Miami Heat
Kirk Penney,8950,2004,2003,MIA,Miami Heat
Tim Thomas,11825000,2004,2003,MIL,Milwaukee Bucks
Toni Kukoc,9056250,2004,2003,MIL,Milwaukee Bucks
Jason Caffey,5687500,2004,2003,MIL,Milwaukee Bucks
Joe Smith,5445600,2004,2003,MIL,Milwaukee Bucks
Anthony Mason,4348094,2004,2003,MIL,Milwaukee Bucks
Michael Redd,3000000,2004,2003,MIL,Milwaukee Bucks
Joel Przybilla,2373309,2004,2003,MIL,Milwaukee Bucks
T.J. Ford,2002680,2004,2003,MIL,Milwaukee Bucks
Desmond Mason,1898312,2004,2003,MIL,Milwaukee Bucks
Marcus Haislip,1547280,2004,2003,MIL,Milwaukee Bucks
Brian Skinner,1500000,2004,2003,MIL,Milwaukee Bucks
Erick Strickland,1500000,2004,2003,MIL,Milwaukee Bucks
Daniel Santiago,1200000,2004,2003,MIL,Milwaukee Bucks
Damon Jones,751179,2004,2003,MIL,Milwaukee Bucks
Dan Gadzuric,563679,2004,2003,MIL,Milwaukee Bucks
Dan Langhi,530943,2004,2003,MIL,Milwaukee Bucks
Kevin Garnett,28000000,2004,2003,MIN,Minnesota Timberwolves
Latrell Sprewell,13500000,2004,2003,MIN,Minnesota Timberwolves
Wally Szczerbiak,8000000,2004,2003,MIN,Minnesota Timberwolves
Sam Cassell,5062500,2004,2003,MIN,Minnesota Timberwolves
Michael Olowokandi,4917000,2004,2003,MIN,Minnesota Timberwolves
Ervin Johnson,4418156,2004,2003,MIN,Minnesota Timberwolves
Troy Hudson,2100000,2004,2003,MIN,Minnesota Timberwolves
Gary Trent,938679,2004,2003,MIN,Minnesota Timberwolves
Fred Hoiberg,938679,2004,2003,MIN,Minnesota Timberwolves
Ndudi Ebi,838560,2004,2003,MIN,Minnesota Timberwolves
Oliver Miller,686838,2004,2003,MIN,Minnesota Timberwolves
Mark Madsen,663679,2004,2003,MIN,Minnesota Timberwolves
Trenton Hassell,638679,2004,2003,MIN,Minnesota Timberwolves
Keith McLeod,366931,2004,2003,MIN,Minnesota Timberwolves
